"BookTopicID","TopicID","BookID"
"2557","42","326"
"2558","22","327"
"2559","14","328"
"2560","14","329"
"2561","104","330"
"2562","34","331"
"2563","34","332"
"2564","34","333"
"2565","14","334"
"2566","89","335"
"2568","78","337"
"2569","14","338"
"2570","116","339"
"2571","116","340"
"2572","116","341"
"2573","63","342"
"2574","148","343"
"2575","42","344"
"2576","92","345"
"2577","75","346"
"2578","15","347"
"2579","7","348"
"2580","107","349"
"2581","80","350"
"2582","72","351"
"2583","14","352"
"2584","29","353"
"2585","108","354"
"2586","59","355"
"2587","10","356"
"2588","10","357"
"2589","10","358"
"2590","15","359"
"2591","257","360"
"2592","86","361"
"2593","110","362"
"2594","110","363"
"2595","14","364"
"2596","14","365"
"2597","68","366"
"2598","23","367"
"2599","10","368"
"2600","14","369"
"2601","14","370"
"2602","14","371"
"2603","14","372"
"2604","7","373"
"2605","89","374"
"2606","113","375"
"2607","113","376"
"2608","22","377"
"2609","26","378"
"2610","49","379"
"2611","112","380"
"2612","26","381"
"2613","113","382"
"2614","114","383"
"2615","42","384"
"2616","58","385"
"2617","58","386"
"2618","10","387"
"2619","78","388"
"2620","7","389"
"2621","7","390"
"2622","42","391"
"2623","53","392"
"2624","116","393"
"2625","22","394"
"2626","26","395"
"2627","63","396"
"2628","10","397"
"2629","22","398"
"2630","10","399"
"2631","10","400"
"2632","10","401"
"2633","26","402"
"2634","30","403"
"2635","15","404"
"2636","8","405"
"2637","29","406"
"2638","89","407"
"2639","89","408"
"2640","53","409"
"2641","81","410"
"2642","117","411"
"2644","9","413"
"2645","9","414"
"2646","53","415"
"2647","42","416"
"2648","77","417"
"2649","76","418"
"2650","76","419"
"2651","5","420"
"2652","22","421"
"2653","76","422"
"2654","72","423"
"2655","104","424"
"2656","80","425"
"2657","40","426"
"2658","5","427"
"2659","5","428"
"2660","196","429"
"2661","34","430"
"2662","108","431"
"2663","71","432"
"2664","75","433"
"2665","61","434"
"2666","143","435"
"2667","15","436"
"2668","42","437"
"2669","42","438"
"2670","10","439"
"2671","92","441"
"2672","80","442"
"2673","80","443"
"2674","80","444"
"2675","80","445"
"2676","22","446"
"2677","24","447"
"2678","42","448"
"2679","119","449"
"2680","208","450"
"2681","119","451"
"2683","58","453"
"2684","116","454"
"2685","31","455"
"2686","34","456"
"2687","15","457"
"2688","12","458"
"2689","10","459"
"2690","24","460"
"2691","27","461"
"2692","122","462"
"2693","122","463"
"2694","10","464"
"2695","25","465"
"2696","89","466"
"2697","36","467"
"2698","42","468"
"2699","72","469"
"2700","46","470"
"2701","48","471"
"2702","48","472"
"2703","48","473"
"2704","48","474"
"2705","48","475"
"2706","48","476"
"2707","48","477"
"2708","48","478"
"2709","48","479"
"2710","48","480"
"2711","48","481"
"2712","48","482"
"2713","48","483"
"2714","48","484"
"2715","48","485"
"2716","48","486"
"2717","48","487"
"2718","48","488"
"2719","48","489"
"2720","16","490"
"2721","82","491"
"2722","82","492"
"2723","82","493"
"2724","82","494"
"2725","82","495"
"2726","82","496"
"2727","82","497"
"2728","82","498"
"2729","82","499"
"2730","46","500"
"2731","123","501"
"2732","37","502"
"2733","82","503"
"2734","123","504"
"2735","123","505"
"2736","123","506"
"2737","123","507"
"2738","123","508"
"2739","123","509"
"2741","46","511"
"2742","46","512"
"2743","46","513"
"2744","46","514"
"2745","46","515"
"2746","46","516"
"2747","46","517"
"2748","46","518"
"2749","46","519"
"2750","46","520"
"2751","46","521"
"2752","46","522"
"2753","46","523"
"2754","46","524"
"2755","46","525"
"2756","46","526"
"2757","46","527"
"2758","46","528"
"2759","46","529"
"2760","119","530"
"2761","90","531"
"2762","90","532"
"2763","9","533"
"2764","9","534"
"2765","9","535"
"2766","16","536"
"2768","48","538"
"2769","48","539"
"2770","3","540"
"2771","16","541"
"2772","16","542"
"2773","16","543"
"2774","16","544"
"2775","82","545"
"2776","16","546"
"2777","90","547"
"2778","90","548"
"2779","90","549"
"2780","125","550"
"2781","125","551"
"2782","16","552"
"2783","16","553"
"2784","22","554"
"2785","48","555"
"2786","48","556"
"2787","48","557"
"2788","48","558"
"2789","48","559"
"2790","48","560"
"2791","48","561"
"2792","48","562"
"2793","48","563"
"2794","48","564"
"2795","48","565"
"2796","48","566"
"2797","48","567"
"2798","48","568"
"2799","48","569"
"2800","48","570"
"2801","126","571"
"2802","82","572"
"2803","48","573"
"2804","48","574"
"2805","48","575"
"2806","127","576"
"2807","16","577"
"2808","123","578"
"2809","82","579"
"2810","48","580"
"2811","48","581"
"2812","127","582"
"2813","82","583"
"2814","82","584"
"2815","125","585"
"2816","116","586"
"2817","46","587"
"2818","46","588"
"2819","73","589"
"2820","73","590"
"2821","26","591"
"2822","27","592"
"2823","27","593"
"2824","27","594"
"2825","27","595"
"2826","27","596"
"2827","27","597"
"2828","27","598"
"2829","27","599"
"2830","27","600"
"2831","128","601"
"2832","128","602"
"2833","128","603"
"2834","27","604"
"2835","128","605"
"2836","128","606"
"2837","27","607"
"2838","27","608"
"2840","119","610"
"2841","5","611"
"2842","7","612"
"2843","21","613"
"2844","23","614"
"2845","30","615"
"2846","196","616"
"2847","75","617"
"2848","48","618"
"2849","129","619"
"2850","42","620"
"2851","22","621"
"2852","7","622"
"2853","26","623"
"2854","26","624"
"2855","26","625"
"2856","22","626"
"2857","49","627"
"2858","15","628"
"2859","22","629"
"2860","131","630"
"2861","132","631"
"2862","76","632"
"2863","34","633"
"2864","9","634"
"2865","112","635"
"2866","112","636"
"2867","75","637"
"2868","75","638"
"2869","14","639"
"2870","14","640"
"2871","23","641"
"2872","23","642"
"2873","7","643"
"2874","7","644"
"2876","53","646"
"2877","22","647"
"2878","103","648"
"2879","14","649"
"2880","12","650"
"2881","25","651"
"2882","42","652"
"2883","75","653"
"2885","29","655"
"2886","71","656"
"2887","89","657"
"2888","22","658"
"2889","5","659"
"2890","68","660"
"2891","113","661"
"2892","23","662"
"2893","23","663"
"2894","281","664"
"2895","22","665"
"2896","24","666"
"2897","75","667"
"2898","51","668"
"2899","9","669"
"2900","8","670"
"2901","22","671"
"2902","5","672"
"2903","22","673"
"2904","22","674"
"2905","14","675"
"2906","92","676"
"2907","14","677"
"2908","131","678"
"2909","27","679"
"2910","10","680"
"2911","207","681"
"2912","207","682"
"2913","10","683"
"2914","92","684"
"2915","null","685"
"2916","48","686"
"2917","61","687"
"2918","22","688"
"2919","103","689"
"2920","31","690"
"2921","10","691"
"2922","10","692"
"2923","257","693"
"2924","15","694"
"2925","75","695"
"2926","116","696"
"2927","72","697"
"2928","116","698"
"2929","14","699"
"2930","14","700"
"2931","90","701"
"2932","34","702"
"2933","108","703"
"2934","40","704"
"2935","26","705"
"2936","22","706"
"2937","24","707"
"2938","15","708"
"2939","26","709"
"2940","42","710"
"2941","250","711"
"2942","15","712"
"2943","71","713"
"2944","22","714"
"2945","22","715"
"2946","15","716"
"2947","103","717"
"2948","15","718"
"2949","137","719"
"2950","23","720"
"2951","104","721"
"2952","104","722"
"2953","106","723"
"2954","63","724"
"2955","90","725"
"2956","14","726"
"2957","15","727"
"2958","42","728"
"2959","137","729"
"2960","15","730"
"2961","8","731"
"2962","10","732"
"2963","7","733"
"2964","22","734"
"2965","261","735"
"2966","7","736"
"2967","54","737"
"2968","3","738"
"2969","3","739"
"2970","89","740"
"2971","53","741"
"2972","10","742"
"2973","14","743"
"2976","5","746"
"2977","23","747"
"2978","76","748"
"2979","51","749"
"2980","92","750"
"2981","14","751"
"2982","22","752"
"2983","139","753"
"2984","139","754"
"2985","139","755"
"2986","26","756"
"2987","21","757"
"2988","22","758"
"2989","25","759"
"2990","42","760"
"2991","81","761"
"2992","26","762"
"2993","63","763"
"2994","48","764"
"2995","73","765"
"2996","82","766"
"2997","140","767"
"2998","73","768"
"2999","141","769"
"3000","142","770"
"3001","63","771"
"3002","25","772"
"3003","22","773"
"3004","250","774"
"3005","103","775"
"3006","10","776"
"3007","22","777"
"3008","143","778"
"3009","22","779"
"3010","37","780"
"3011","26","781"
"3012","15","782"
"3013","72","783"
"3014","14","784"
"3015","181","785"
"3016","30","786"
"3017","181","787"
"3018","116","788"
"3019","15","789"
"3020","86","790"
"3021","22","791"
"3022","257","792"
"3023","257","793"
"3024","42","794"
"3025","104","795"
"3026","92","796"
"3027","76","797"
"3028","42","798"
"3029","90","799"
"3031","90","801"
"3032","42","802"
"3033","196","803"
"3034","89","804"
"3035","70","805"
"3036","119","806"
"3037","9","807"
"3038","9","808"
"3039","23","809"
"3040","23","810"
"3041","10","811"
"3042","42","812"
"3043","29","813"
"3044","7","814"
"3045","9","815"
"3046","26","816"
"3047","25","817"
"3049","76","819"
"3050","140","820"
"3051","14","821"
"3052","14","822"
"3053","19","823"
"3054","103","824"
"3055","42","825"
"3056","14","826"
"3057","90","827"
"3058","108","828"
"3059","108","829"
"3060","42","830"
"3061","15","831"
"3062","92","832"
"3063","25","833"
"3064","90","834"
"3065","123","835"
"3066","25","836"
"3067","207","837"
"3068","10","838"
"3069","15","839"
"3070","10","840"
"3071","8","841"
"3072","8","842"
"3073","7","843"
"3074","58","844"
"3075","29","845"
"3076","24","846"
"3077","68","847"
"3078","15","848"
"3079","76","849"
"3080","42","850"
"3081","138","851"
"3082","89","852"
"3083","82","853"
"3084","132","854"
"3085","22","855"
"3086","29","856"
"3087","15","857"
"3088","250","858"
"3089","6","859"
"3090","14","860"
"3091","14","861"
"3092","146","862"
"3093","14","863"
"3094","14","864"
"3095","14","865"
"3096","37","866"
"3097","21","867"
"3098","21","868"
"3099","12","869"
"3100","14","870"
"3101","14","871"
"3102","10","872"
"3103","51","873"
"3104","42","874"
"3105","37","875"
"3106","12","876"
"3107","10","877"
"3108","147","878"
"3109","148","879"
"3110","148","880"
"3111","42","881"
"3112","42","882"
"3113","22","883"
"3114","142","884"
"3115","196","885"
"3116","26","886"
"3117","9","887"
"3118","9","888"
"3119","42","889"
"3120","23","890"
"3121","23","891"
"3122","23","892"
"3123","26","893"
"3124","22","894"
"3126","7","896"
"3127","42","897"
"3128","42","898"
"3129","42","899"
"3130","42","900"
"3131","82","901"
"3132","92","902"
"3133","250","903"
"3134","63","904"
"3135","51","905"
"3136","14","906"
"3137","14","907"
"3138","14","908"
"3139","103","909"
"3140","22","910"
"3141","251","911"
"3142","5","912"
"3143","15","913"
"3144","14","914"
"3145","92","915"
"3146","152","916"
"3147","76","917"
"3148","207","918"
"3150","207","920"
"3151","72","921"
"3152","14","922"
"3153","29","923"
"3154","10","924"
"3155","31","925"
"3156","26","926"
"3157","5","927"
"3158","24","928"
"3159","116","929"
"3160","22","930"
"3161","22","931"
"3162","23","932"
"3163","116","933"
"3164","90","934"
"3165","119","935"
"3166","14","936"
"3167","15","937"
"3168","7","938"
"3169","22","939"
"3170","28","940"
"3171","10","941"
"3172","89","942"
"3173","85","943"
"3174","119","944"
"3175","31","945"
"3176","42","946"
"3177","22","947"
"3178","10","948"
"3179","10","949"
"3180","10","950"
"3181","103","951"
"3182","21","952"
"3183","10","953"
"3184","42","954"
"3185","26","955"
"3186","86","956"
"3187","76","957"
"3188","63","958"
"3189","10","959"
"3190","22","960"
"3191","83","961"
"3192","63","962"
"3193","8","963"
"3194","47","964"
"3195","47","965"
"3196","26","966"
"3197","103","967"
"3198","103","968"
"3199","10","969"
"3200","104","970"
"3201","22","971"
"3202","22","972"
"3203","57","973"
"3204","143","974"
"3205","68","975"
"3206","37","976"
"3207","116","977"
"3208","148","978"
"3209","15","979"
"3210","143","980"
"3211","30","981"
"3212","89","982"
"3213","30","983"
"3214","22","984"
"3215","153","985"
"3216","153","986"
"3217","153","987"
"3218","257","988"
"3219","68","989"
"3220","155","990"
"3221","155","991"
"3222","155","992"
"3223","155","993"
"3224","155","994"
"3225","155","995"
"3226","155","996"
"3227","155","997"
"3228","155","998"
"3229","29","999"
"3230","61","1000"
"3231","22","1001"
"3232","9","1002"
"3233","53","1003"
"3234","5","1004"
"3235","10","1005"
"3236","89","1006"
"3237","46","1008"
"3238","104","1009"
"3239","104","1010"
"3240","15","1011"
"3241","22","1012"
"3242","22","1013"
"3243","196","1014"
"3244","29","1015"
"3245","81","1016"
"3246","79","1017"
"3247","10","1018"
"3248","29","1019"
"3249","29","1020"
"3250","63","1021"
"3251","15","1022"
"3252","23","1023"
"3253","79","1024"
"3254","116","1025"
"3255","78","1026"
"3256","51","1027"
"3257","26","1028"
"3258","22","1029"
"3259","49","1030"
"3260","15","1031"
"3261","26","1032"
"3262","16","1033"
"3263","48","1034"
"3264","48","1035"
"3265","49","1036"
"3266","5","1037"
"3267","5","1038"
"3268","14","1039"
"3269","26","1040"
"3270","28","1041"
"3271","75","1042"
"3272","104","1043"
"3273","104","1044"
"3274","22","1045"
"3275","22","1046"
"3276","251","1047"
"3277","61","1048"
"3278","27","1049"
"3279","27","1050"
"3280","27","1051"
"3281","157","1052"
"3282","157","1053"
"3283","157","1054"
"3284","157","1055"
"3285","157","1056"
"3286","12","1057"
"3287","12","1058"
"3288","12","1059"
"3289","150","1060"
"3290","72","1061"
"3291","89","1062"
"3292","89","1063"
"3293","34","1064"
"3294","34","1065"
"3295","43","1066"
"3296","37","1067"
"3297","9","1068"
"3298","89","1069"
"3299","20","1070"
"3300","20","1071"
"3301","20","1072"
"3302","20","1073"
"3303","20","1074"
"3304","20","1075"
"3305","20","1076"
"3306","20","1077"
"3307","20","1078"
"3308","20","1079"
"3309","20","1080"
"3310","20","1081"
"3311","26","1082"
"3312","27","1083"
"3313","63","1084"
"3314","72","1085"
"3315","103","1086"
"3316","80","1087"
"3317","49","1088"
"3318","72","1089"
"3319","29","1090"
"3320","29","1091"
"3321","23","1092"
"3322","26","1093"
"3323","72","1094"
"3324","53","1095"
"3325","76","1096"
"3326","76","1097"
"3327","29","1098"
"3328","89","1099"
"3329","34","1100"
"3330","34","1101"
"3331","57","1102"
"3332","57","1103"
"3333","12","1104"
"3334","10","1105"
"3335","110","1106"
"3336","110","1107"
"3337","110","1108"
"3338","22","1109"
"3339","22","1110"
"3340","10","1111"
"3341","22","1112"
"3342","57","1113"
"3343","42","1114"
"3344","257","1115"
"3345","14","1116"
"3346","137","1117"
"3347","71","1118"
"3348","42","1119"
"3349","23","1120"
"3350","63","1121"
"3351","29","1122"
"3352","34","1123"
"3353","7","1124"
"3354","116","1125"
"3355","61","1126"
"3356","92","1127"
"3357","10","1128"
"3358","158","1129"
"3359","103","1130"
"3360","9","1131"
"3361","34","1132"
"3362","10","1133"
"3363","10","1134"
"3364","148","1135"
"3365","22","1136"
"3366","23","1137"
"3367","15","1138"
"3368","127","1139"
"3369","21","1140"
"3370","148","1141"
"3371","83","1142"
"3372","104","1143"
"3373","86","1144"
"3374","89","1145"
"3375","14","1146"
"3376","196","1147"
"3377","261","1148"
"3378","104","1149"
"3379","104","1150"
"3380","104","1151"
"3381","104","1152"
"3382","104","1153"
"3383","25","1154"
"3384","31","1155"
"3385","216","1156"
"3386","75","1157"
"3387","14","1158"
"3388","26","1159"
"3389","7","1160"
"3390","10","1161"
"3391","22","1162"
"3392","42","1163"
"3393","152","1165"
"3394","83","1166"
"3395","61","1167"
"3396","61","1168"
"3397","41","1169"
"3398","14","1170"
"3399","14","1171"
"3400","38","1172"
"3401","29","1173"
"3402","103","1174"
"3403","10","1175"
"3404","57","1176"
"3405","15","1177"
"3406","10","1178"
"3407","30","1179"
"3408","41","1180"
"3409","10","1181"
"3410","79","1182"
"3411","79","1183"
"3412","29","1184"
"3413","22","1185"
"3414","257","1186"
"3415","10","1187"
"3416","46","1188"
"3417","71","1189"
"3418","108","1190"
"3419","86","1191"
"3420","86","1192"
"3421","30","1193"
"3422","103","1194"
"3423","42","1195"
"3424","161","1196"
"3425","116","1197"
"3426","7","1198"
"3427","89","1199"
"3428","92","1200"
"3429","14","1201"
"3430","42","1202"
"3431","22","1203"
"3432","22","1204"
"3433","78","1205"
"3434","22","1206"
"3435","140","1207"
"3436","22","1208"
"3437","257","1209"
"3438","9","1210"
"3439","250","1211"
"3440","29","1212"
"3441","15","1213"
"3442","22","1214"
"3444","10","1216"
"3445","63","1217"
"3446","22","1218"
"3447","53","1219"
"3448","23","1220"
"3449","90","1221"
"3450","10","1222"
"3451","10","1223"
"3452","10","1224"
"3453","42","1225"
"3454","42","1226"
"3455","108","1227"
"3456","53","1228"
"3457","10","1229"
"3458","116","1230"
"3459","29","1231"
"3460","29","1232"
"3461","68","1233"
"3462","14","1234"
"3463","22","1235"
"3464","26","1236"
"3465","81","1237"
"3466","5","1238"
"3467","14","1239"
"3468","22","1240"
"3469","29","1241"
"3470","137","1242"
"3471","23","1243"
"3472","137","1244"
"3473","26","1245"
"3474","86","1246"
"3475","15","1247"
"3476","42","1248"
"3477","10","1249"
"3478","14","1250"
"3479","14","1251"
"3480","61","1252"
"3481","26","1253"
"3482","196","1254"
"3483","92","1255"
"3484","53","1256"
"3485","10","1257"
"3486","76","1258"
"3487","70","1259"
"3488","92","1260"
"3489","5","1261"
"3490","30","1262"
"3491","103","1263"
"3492","103","1264"
"3493","103","1265"
"3494","5","1266"
"3495","5","1267"
"3496","10","1268"
"3497","16","1269"
"3498","12","1270"
"3499","12","1271"
"3500","51","1272"
"3501","89","1273"
"3502","34","1274"
"3503","134","1275"
"3504","63","1276"
"3505","75","1277"
"3506","10","1278"
"3507","164","1279"
"3508","164","1280"
"3509","164","1281"
"3510","10","1282"
"3511","255","1283"
"3512","140","1284"
"3513","14","1285"
"3514","15","1286"
"3515","63","1287"
"3516","8","1288"
"3517","6","1289"
"3518","6","1290"
"3519","6","1291"
"3520","6","1292"
"3521","6","1293"
"3522","103","1294"
"3523","9","1295"
"3524","53","1296"
"3525","90","1297"
"3526","14","1298"
"3527","22","1299"
"3528","89","1300"
"3529","49","1301"
"3530","10","1302"
"3531","15","1303"
"3532","207","1304"
"3533","15","1305"
"3534","15","1306"
"3535","15","1307"
"3536","15","1308"
"3537","15","1309"
"3538","14","1310"
"3539","15","1311"
"3540","49","1312"
"3541","23","1313"
"3542","23","1314"
"3543","22","1315"
"3544","152","1316"
"3545","152","1317"
"3546","152","1318"
"3547","76","1319"
"3548","61","1320"
"3549","257","1321"
"3550","42","1322"
"3551","14","1323"
"3552","90","1324"
"3553","22","1325"
"3554","257","1326"
"3555","10","1327"
"3556","42","1328"
"3557","110","1329"
"3558","6","1330"
"3559","83","1331"
"3560","15","1332"
"3561","165","1333"
"3562","165","1334"
"3563","78","1335"
"3564","78","1336"
"3565","83","1337"
"3566","42","1338"
"3567","51","1339"
"3568","22","1340"
"3569","78","1341"
"3570","76","1342"
"3571","9","1343"
"3572","41","1344"
"3573","81","1345"
"3574","83","1346"
"3575","19","1347"
"3576","6","1348"
"3577","49","1349"
"3578","81","1350"
"3579","68","1351"
"3580","14","1352"
"3581","7","1353"
"3582","7","1354"
"3583","49","1355"
"3584","104","1356"
"3585","31","1357"
"3586","42","1358"
"3587","42","1359"
"3588","9","1360"
"3589","104","1361"
"3590","168","1362"
"3591","39","1363"
"3592","39","1364"
"3593","169","1365"
"3594","100","1366"
"3595","128","1367"
"3596","170","1368"
"3597","27","1369"
"3598","100","1370"
"3599","171","1371"
"3600","171","1372"
"3601","171","1373"
"3602","171","1374"
"3603","131","1375"
"3604","131","1376"
"3605","131","1377"
"3606","196","1378"
"3607","131","1379"
"3608","131","1380"
"3609","131","1381"
"3610","128","1382"
"3611","128","1383"
"3612","128","1384"
"3613","128","1385"
"3614","100","1386"
"3615","100","1387"
"3616","173","1388"
"3617","173","1389"
"3618","173","1390"
"3619","173","1391"
"3620","173","1392"
"3621","100","1393"
"3622","39","1394"
"3623","39","1395"
"3624","39","1396"
"3625","39","1397"
"3626","39","1398"
"3627","39","1399"
"3628","174","1400"
"3629","174","1401"
"3630","169","1402"
"3631","173","1403"
"3632","100","1404"
"3633","175","1405"
"3634","175","1406"
"3635","100","1407"
"3636","100","1408"
"3637","100","1409"
"3638","100","1410"
"3639","100","1411"
"3640","100","1412"
"3641","100","1413"
"3642","39","1414"
"3643","128","1415"
"3644","128","1416"
"3645","250","1417"
"3646","250","1418"
"3647","250","1419"
"3648","100","1420"
"3649","174","1421"
"3650","174","1422"
"3651","143","1423"
"3652","143","1424"
"3653","143","1425"
"3654","143","1426"
"3655","143","1427"
"3656","143","1428"
"3657","22","1429"
"3658","22","1430"
"3659","14","1431"
"3660","49","1432"
"3661","86","1433"
"3662","89","1434"
"3663","116","1435"
"3664","89","1436"
"3665","89","1437"
"3666","116","1438"
"3667","9","1439"
"3668","26","1440"
"3669","103","1441"
"3670","123","1442"
"3671","42","1443"
"3672","26","1444"
"3673","59","1445"
"3674","123","1446"
"3675","134","1447"
"3676","92","1448"
"3677","37","1449"
"3678","10","1450"
"3679","10","1451"
"3680","22","1452"
"3681","14","1453"
"3682","140","1454"
"3683","25","1455"
"3684","42","1456"
"3685","116","1457"
"3686","24","1458"
"3687","14","1459"
"3688","134","1460"
"3689","26","1461"
"3690","81","1462"
"3691","250","1463"
"3692","177","1464"
"3693","63","1465"
"3694","42","1466"
"3695","53","1467"
"3696","14","1468"
"3697","72","1469"
"3698","104","1470"
"3699","10","1471"
"3700","72","1472"
"3701","63","1473"
"3702","22","1474"
"3703","29","1475"
"3704","15","1476"
"3705","15","1477"
"3706","15","1478"
"3707","250","1479"
"3709","75","1481"
"3710","54","1482"
"3711","26","1483"
"3712","9","1484"
"3713","42","1485"
"3714","22","1486"
"3715","22","1487"
"3716","15","1488"
"3717","27","1489"
"3718","89","1490"
"3719","42","1491"
"3720","9","1492"
"3721","106","1493"
"3722","49","1494"
"3723","23","1495"
"3724","7","1496"
"3725","22","1497"
"3726","10","1498"
"3727","15","1499"
"3728","15","1500"
"3729","15","1501"
"3730","78","1502"
"3731","80","1503"
"3732","15","1504"
"3733","116","1505"
"3734","116","1506"
"3735","61","1507"
"3736","10","1508"
"3737","10","1509"
"3738","7","1510"
"3739","25","1511"
"3740","103","1512"
"3741","92","1513"
"3742","128","1514"
"3743","83","1515"
"3744","89","1516"
"3745","24","1517"
"3746","29","1518"
"3747","30","1519"
